SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TotalServices,ChargesRatio,CostPerService,ChargeDifference,HasContract,IsSeniorAndSingle,Partner_Yes,Dependents_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureCohort_1-2 Years,TenureCohort_2-4 Years,TenureCohort_4+ Years
-0.439318859651378,1.3218163049693654,0.9815557839637743,1.6599003993413788,1.2249188321036255,-0.5005652977327895,-0.22539127904737816,-0.9937367355610097,1.1020739218100837,-0.29238370078239845,1.0283117320580477,1.5291432018456421,1.165543034828717,1.12490210788128,-0.5229615600583077,1.5764295453727588,1.361573089679292,1.3760517862778705,1.546816646223,-0.7978732277236682,-0.7999635560212098,-0.5157872253653645,1.7726028223581574,-1.2130297295533679,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,1.4553593897854946
-0.439318859651378,-0.26741022933725495,-0.9715455124063844,-0.5622521877037466,-0.505953096699463,-0.43126660458567223,-1.0346112637310747,1.3685381572847939,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,-0.6539609886065754,-0.8579691784155833,-0.8889662424790636,-0.5229615600583077,-0.6343448731567272,-0.734444597634889,1.3760517862778705,1.546816646223,-0.7978732277236682,-0.7999635560212098,-0.5157872253653645,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,1.396301955344246,-0.5394681967239278,-0.4125148533866558,1.84335757840013,-0.6871155035783911
-0.439318859651378,1.4440644999160286,0.8370661472425127,1.756103949661117,0.7922008499028534,-0.5049618419442145,0.07427338835175984,2.417535851889123,1.1020739218100837,-0.29238370078239845,1.0283117320580477,-0.6539609886065754,1.165543034828717,1.12490210788128,-0.5229615600583077,-0.6343448731567272,1.361573089679292,1.3760517862778705,1.546816646223,-0.7978732277236682,-0.7999635560212098,-0.5157872253653645,1.7726028223581574,-1.2130297295533679,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,1.4553593897854946
-0.439318859651378,-1.2046463905950056,0.6410916974366633,-0.9083256719398274,-0.07323511449869081,0.7244188643391614,1.1904803904664392,-0.26807541691493886,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,-0.6539609886065754,-0.8579691784155833,1.12490210788128,-0.5229615600583077,-0.6343448731567272,1.361573089679292,-0.7267168357848901,-0.6464890343931772,-0.7978732277236682,1.2500569463110476,-0.5157872253653645,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,1.396301955344246,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,-0.6871155035783911
-0.439318859651378,0.6698259319204956,-0.8087870710422046,-0.10156067732153597,-0.505953096699463,-0.4860109138491764,-0.6905611183991778,1.1603626823527589,-0.9073801495616247,-0.29238370078239845,1.0283117320580477,-0.6539609886065754,-0.8579691784155833,-0.8889662424790636,-0.5229615600583077,1.5764295453727588,-0.734444597634889,-0.7267168357848901,-0.6464890343931772,1.2533319395275355,-0.7999635560212098,-0.5157872253653645,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,-0.7161774687577938,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,1.4553593897854946
2.2762510145673045,1.2810669066538112,1.0629350046458643,1.814665498679414,0.7922008499028534,-0.5022461040616005,0.3471061566616025,3.286410085913975,1.1020739218100837,-0.29238370078239845,1.0283117320580477,-0.6539609886065754,-0.8579691784155833,1.12490210788128,-0.5229615600583077,1.5764295453727588,1.361573089679292,1.3760517862778705,-0.6464890343931772,-0.7978732277236682,1.2500569463110476,1.9387839613352915,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,-0.7161774687577938,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,1.4553593897854946
-0.439318859651378,-1.041648797332788,-0.023228471396724102,-0.8156380119926696,0.3594828677020813,-0.04129426643358249,-0.534919385987129,-0.0658056292150171,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,-0.6539609886065754,-0.8579691784155833,-0.8889662424790636,-0.5229615600583077,-0.6343448731567272,-0.734444597634889,1.3760517862778705,1.546816646223,1.2533319395275355,-0.7999635560212098,-0.5157872253653645,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,-0.7161774687577938,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,-0.6871155035783911
-0.439318859651378,-0.43040782259947247,0.9367141725675209,-0.06352313835317878,0.3594828677020813,-0.4018505740680461,0.8178764235491738,1.5737607886007743,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,-0.6539609886065754,-0.8579691784155833,1.12490210788128,-0.5229615600583077,-0.6343448731567272,1.361573089679292,-0.7267168357848901,-0.6464890343931772,1.2533319395275355,1.2500569463110476,-0.5157872253653645,-0.5641421684467725,0.8243821034528113,-0.5248906591678238,-0.7161774687577938,1.853677392055326,2.4241551347550785,-0.5424883439424221,-0.6871155035783911
-0.439318859651378,-0.06366323775948311,-0.35372775539133416,-0.2877929954941682,-0.07323511449869081,-0.43827865838479657,-0.49185460589116337,-0.5633597785206668,-0.9073801495616247,-0.29238370078239845,1.0283117320580477,1.5291432018456421,-0.8579691784155833,-0.8889662424790636,-0.5229615600583077,-0.6343448731567272,-0.734444597634889,1.3760517862778705,1.546816646223,-0.7978732277236682,-0.7999635560212098,-0.5157872253653645,-0.5641421684467725,-1.2130297295533679,-0.5248906591678238,-0.7161774687577938,1.853677392055326,-0.4125148533866558,1.84335757840013,-0.6871155035783911
-0.439318859651378,-1.0823981956483424,-0.5663102094180181,-0.8775396568649181,-0.07323511449869081,0.005031932135083329,-0.8513519006053092,0.25236327041515144,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,-0.6539609886065754,-0.8579691784155833,-0.8889662424790636,-0.5229615600583077,-0.6343448731567272,-0.734444597634889,1.3760517862778705,-0.6464890343931772,1.2533319395275355,1.2500569463110476,-0.5157872253653645,-0.5641421684467725,0.8243821034528113,-0.5248906591678238,1.396301955344246,-0.5394681967239278,-0.4125148533866558,-0.5424883439424221,-0.6871155035783911
-0.439318859651378,-1.2861451872261143,-1.5212704521160125,-1.0031887890550197,-1.3713890611010073,3.014313344863193,-0.848543327990355,-0.004534124181829412,-0.9073801495616247,-0.29238370078239845,-0.9724677535270504,1.5291432018456421,-0.8579691784155833,-0.8889662424790636,1.9121864327628684,-0.6343448731567272,-0.734444597634889,-0.7267168357848901,-0.6464890343931772,-0.7978732277236682,-0.7999635560212098,-0.5157872253653645,-0.5641421684467725,0.8243821034528113,-0.5248906591678238,-0.7161774687577938,1.853677392055326,-0.4125148533866558,-0.5424883439424221,-0.6871155035783911
